Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 787: Value=0.12278343802287932, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 5.407056503831926e-05, 'num_neurons': 176, 'l1_reg': 0.0010422655770307113, 'l2_reg': 8.248792986051643e-08}
Trial 788: Value=0.07257642949004771, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.6192062431958964e-05, 'num_neurons': 187, 'l1_reg': 0.0005548809743311218, 'l2_reg': 1.8137078320898918e-07}
Trial 789: Value=0.07785853995038874, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.707909842200359e-05, 'num_neurons': 168, 'l1_reg': 0.0009047756831488975, 'l2_reg': 2.0877407764187416e-07}
Trial 790: Value=0.06794690476736033, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.616892554334009e-05, 'num_neurons': 163, 'l1_reg': 0.0004846324343728573, 'l2_reg': 4.123474474995176e-07}
Trial 791: Value=1.3662401823195438, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 4.233071402254333e-05, 'num_neurons': 162, 'l1_reg': 0.00041938972813177394, 'l2_reg': 3.7558710269066904e-07}
Trial 792: Value=0.06866010868802273, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.081543441840762e-05, 'num_neurons': 186, 'l1_reg': 0.0002802017233319278, 'l2_reg': 1.5485930231144145e-07}
Trial 793: Value=0.11173895537945648, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 5.422717221223241e-05, 'num_neurons': 163, 'l1_reg': 0.00014446840873416587, 'l2_reg': 3.179842240120267e-07}
Trial 794: Value=0.8338619061096987, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 3.761330951710152e-05, 'num_neurons': 170, 'l1_reg': 0.0004667485567044855, 'l2_reg': 7.717871233738645e-07}
Trial 795: Value=0.1006666860204954, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 4.624998405319593e-05, 'num_neurons': 177, 'l1_reg': 0.0006977674794889665, 'l2_reg': 6.320153893568193e-07}
Trial 796: Value=0.08592205752054538, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.874222564648274e-05, 'num_neurons': 158, 'l1_reg': 0.0013189928040350338, 'l2_reg': 2.431302485254145e-07}
Trial 797: Value=0.07056939704372274, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.071939819756626e-05, 'num_neurons': 178, 'l1_reg': 0.0002898313308069362, 'l2_reg': 9.657063729905675e-08}
Trial 798: Value=0.11629734556628289, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0023446038007419756, 'num_neurons': 199, 'l1_reg': 0.00047871920923506575, 'l2_reg': 3.7076311520277407e-07}
Trial 799: Value=0.07652310257274672, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.3433674915926175e-05, 'num_neurons': 200, 'l1_reg': 0.0007818071408703831, 'l2_reg': 4.570897960342606e-08}
Trial 800: Value=0.08783050273857972, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 5.726623625627167e-05, 'num_neurons': 187, 'l1_reg': 0.00021605564397190815, 'l2_reg': 1.8498611134415906e-07}
Trial 801: Value=0.06858841556934919, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.994572598607566e-05, 'num_neurons': 162, 'l1_reg': 0.00033422113759003507, 'l2_reg': 5.877242455716672e-07}
Trial 802: Value=0.10033509984954514, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.98827828701621e-05, 'num_neurons': 179, 'l1_reg': 8.351080358645631e-05, 'l2_reg': 2.5412877497856325e-07}
Trial 803: Value=0.07676939259802024, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 5.746262542250827e-05, 'num_neurons': 158, 'l1_reg': 0.0005024838658150984, 'l2_reg': 1.1720567891972834e-07}
Trial 804: Value=0.0852400368039108, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.4029932165234875e-05, 'num_neurons': 171, 'l1_reg': 0.00017058864924952591, 'l2_reg': 3.127008638045026e-07}
Trial 805: Value=0.09319994208672998, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 3.836504044697857e-05, 'num_neurons': 188, 'l1_reg': 0.0012002981504764974, 'l2_reg': 6.491177513471495e-08}
Trial 806: Value=0.07148754235177386, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.373536886583471e-05, 'num_neurons': 166, 'l1_reg': 0.0007614211001458718, 'l2_reg': 7.846817305306807e-07}
Trial 807: Value=0.10168696994798272, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 5.063968492935573e-05, 'num_neurons': 156, 'l1_reg': 0.0003487369736954005, 'l2_reg': 1.463939385824702e-07}
Trial 808: Value=0.06623812634508378, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.383023330015027e-05, 'num_neurons': 200, 'l1_reg': 0.00047551379752001856, 'l2_reg': 4.938661862757254e-07}
Trial 809: Value=1.0028081907675872, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 6.580669321436316e-05, 'num_neurons': 188, 'l1_reg': 1.247660945971707, 'l2_reg': 7.185036044444046e-07}
Trial 810: Value=0.36041659851734914, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 7.052332178845962e-05, 'num_neurons': 198, 'l1_reg': 0.00024366929954614978, 'l2_reg': 2.0115139074516523e-07}
Trial 811: Value=0.09179573353701803, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 6.288452279715396e-05, 'num_neurons': 183, 'l1_reg': 0.00012194272666075019, 'l2_reg': 4.992023300310501e-07}
Trial 812: Value=0.834626016615624, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 7.111843597488722e-05, 'num_neurons': 200, 'l1_reg': 0.000932047098089764, 'l2_reg': 1.154118286016213e-07}
Trial 813: Value=0.11944940686018413, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 8.06891058533634e-05, 'num_neurons': 186, 'l1_reg': 0.0016968953441060693, 'l2_reg': 5.104782280582099e-07}
Trial 814: Value=0.0837413468506228, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 6.079632739422781e-05, 'num_neurons': 178, 'l1_reg': 0.00036270463764995355, 'l2_reg': 3.5841965815647317e-07}
Trial 815: Value=0.07038688271853086, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.381880753945279e-05, 'num_neurons': 175, 'l1_reg': 0.0005390622385197522, 'l2_reg': 3.394746639172799e-07}
Trial 816: Value=0.07882886294918541, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.124766702583421e-05, 'num_neurons': 189, 'l1_reg': 0.00022110978341998596, 'l2_reg': 5.231579922158078e-07}
Trial 817: Value=0.07516112973059487, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.08559036888512e-05, 'num_neurons': 200, 'l1_reg': 0.0007746466948317883, 'l2_reg': 8.999167751482488e-07}
Trial 818: Value=0.06676174693312494, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.7841046706542474e-05, 'num_neurons': 175, 'l1_reg': 0.00033722834406805304, 'l2_reg': 2.1820823162979592e-07}
Trial 819: Value=0.09907688874822085, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 6.26134390940476e-05, 'num_neurons': 173, 'l1_reg': 0.00011767706117319165, 'l2_reg': 1.0105462898172811e-07}
Trial 820: Value=0.07162547587620877, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.866523930758195e-05, 'num_neurons': 156, 'l1_reg': 0.00021261209585804607, 'l2_reg': 5.539994798031854e-08}
Trial 821: Value=0.11642535522643159, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 5.450974624874726e-05, 'num_neurons': 173, 'l1_reg': 5.0545507940431284e-05, 'l2_reg': 2.2467392733154094e-07}
Trial 822: Value=0.06664403825381468, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.535285764230087e-05, 'num_neurons': 200, 'l1_reg': 0.00033037733936495966, 'l2_reg': 1.633123496557189e-07}
Trial 823: Value=0.0812232260693636, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.345829607190315e-05, 'num_neurons': 199, 'l1_reg': 0.00015909845853531317, 'l2_reg': 1.6345869140994288e-07}
Trial 824: Value=1.8239523637774766, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 9.052509357305437e-05, 'num_neurons': 200, 'l1_reg': 7.717555333680657e-05, 'l2_reg': 9.168773390906536e-08}
Trial 825: Value=1.003357084946184, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 6.610009079476332e-05, 'num_neurons': 188, 'l1_reg': 4.6388041895595284, 'l2_reg': 1.5418845175519012e-07}
Trial 826: Value=0.13228494093531987, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.969280774610512e-05, 'num_neurons': 189, 'l1_reg': 0.019826089816068853, 'l2_reg': 2.194895464579613e-07}
Trial 827: Value=0.5676268516961758, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 6.426358043588758e-05, 'num_neurons': 200, 'l1_reg': 0.00026734482843500954, 'l2_reg': 8.388824549637395e-08}
Trial 828: Value=0.08202258297920724, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.398539409227587e-05, 'num_neurons': 178, 'l1_reg': 0.000187557710867395, 'l2_reg': 1.4673911156662283e-07}
Trial 829: Value=0.0705984995154832, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.0085650371392956e-05, 'num_neurons': 184, 'l1_reg': 0.0003129057127328551, 'l2_reg': 6.375464889703376e-08}
Trial 830: Value=0.09146587341366476, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 8.454479362909858e-05, 'num_neurons': 171, 'l1_reg': 0.00033834485413900564, 'l2_reg': 1.9278707141812188e-08}
Trial 831: Value=1.0025875096029653, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.689833198693982e-05, 'num_neurons': 187, 'l1_reg': 38.71469462256294, 'l2_reg': 2.675602199232595e-07}
Trial 832: Value=0.08182089477533945, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.5389943266729375e-05, 'num_neurons': 200, 'l1_reg': 0.00016281504544334022, 'l2_reg': 3.4725931053471685e-08}
Trial 833: Value=0.06903832182080935, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.303130450063567e-05, 'num_neurons': 170, 'l1_reg': 0.0005842136988918088, 'l2_reg': 1.4643373116964167e-07}
Trial 834: Value=0.10196659228557865, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 9.557780012125545e-05, 'num_neurons': 200, 'l1_reg': 9.955694816628635e-05, 'l2_reg': 2.808118241279554e-07}
Trial 835: Value=0.07196069084214606, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 6.365448686428359e-05, 'num_neurons': 177, 'l1_reg': 0.00028784139569323463, 'l2_reg': 1.9639058429589278e-07}
Trial 836: Value=0.07085943482428536, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.206702897792364e-05, 'num_neurons': 165, 'l1_reg': 0.0003910497680823177, 'l2_reg': 9.691131196186113e-08}
Trial 837: Value=0.10838023476009877, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 5.690881281535994e-05, 'num_neurons': 185, 'l1_reg': 0.0006826836401833061, 'l2_reg': 7.088535596518242e-07}
Trial 838: Value=0.07054606714016988, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.030034569965993e-05, 'num_neurons': 151, 'l1_reg': 0.0002335810980887202, 'l2_reg': 3.196168454129955e-07}
Trial 839: Value=0.09360779454918551, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 4.993815746345472e-05, 'num_neurons': 175, 'l1_reg': 0.0001378911767304186, 'l2_reg': 1.929260090344552e-07}
Trial 840: Value=0.35333518756478144, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 8.822512596040995e-05, 'num_neurons': 200, 'l1_reg': 0.0011008753522957406, 'l2_reg': 4.3443218908717367e-07}
Trial 841: Value=0.06905299612220701, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.963280225238495e-05, 'num_neurons': 162, 'l1_reg': 0.00044647445442069317, 'l2_reg': 2.516288992119992e-07}
Trial 842: Value=0.12579231485585846, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 7.592809943808896e-05, 'num_neurons': 187, 'l1_reg': 0.0006625723416948053, 'l2_reg': 0.07893692013619759}
Trial 843: Value=0.06955779728947978, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.445569868483154e-05, 'num_neurons': 174, 'l1_reg': 0.00024242039793491817, 'l2_reg': 1.1876823708881812e-07}
Trial 844: Value=0.082353326041423, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 5.2810665959792965e-05, 'num_neurons': 153, 'l1_reg': 0.0004077566353805686, 'l2_reg': 6.53602308592992e-07}
Trial 845: Value=0.08085638317255447, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 9.13275066516256e-05, 'num_neurons': 183, 'l1_reg': 0.0010670545386798067, 'l2_reg': 1.5043952992062336e-07}
Trial 846: Value=0.5851506042504553, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 7.036293098224891e-05, 'num_neurons': 160, 'l1_reg': 0.00016011764275634962, 'l2_reg': 7.783357752682431e-08}
Trial 847: Value=0.1366496538930158, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 1.028905746635142e-05, 'num_neurons': 167, 'l1_reg': 0.0005035761003599573, 'l2_reg': 9.267282763865987e-07}
Trial 848: Value=0.1058108238669434, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.857728608829294e-05, 'num_neurons': 200, 'l1_reg': 0.0028323009867174337, 'l2_reg': 3.152586526336266e-07}
Trial 849: Value=0.0689466930149132, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.922923419530026e-05, 'num_neurons': 178, 'l1_reg': 0.0003032415840109179, 'l2_reg': 9.636103047606528e-07}
Trial 850: Value=0.07433718580987118, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.9396237025907845e-05, 'num_neurons': 153, 'l1_reg': 0.0007407138996854253, 'l2_reg': 5.150859685932614e-07}
Trial 851: Value=0.09105633118048168, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.337731383399338e-05, 'num_neurons': 187, 'l1_reg': 0.0015705229274840956, 'l2_reg': 4.137122838183645e-08}
Trial 852: Value=0.11645319350012506, Params={'optimizer': 'Adamax', 'activation_function': 'sigmoid', 'learning_rate': 0.0001077333867219417, 'num_neurons': 169, 'l1_reg': 0.0003612120956056925, 'l2_reg': 2.2275215394057107e-07}
Trial 853: Value=0.0744423319590612, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.22470540489979e-05, 'num_neurons': 152, 'l1_reg': 0.00021921427780071103, 'l2_reg': 1.2470491911902346e-07}
Trial 854: Value=0.11888421034539093, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.590768317134397e-05, 'num_neurons': 20, 'l1_reg': 0.0005737563775306899, 'l2_reg': 5.425320911202841e-08}
Trial 855: Value=0.1100479674345554, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 8.524418100535743e-05, 'num_neurons': 185, 'l1_reg': 8.626599084710948e-05, 'l2_reg': 1.9489888986945364e-07}
Trial 856: Value=1.9344108839307246, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 4.971480536527047e-05, 'num_neurons': 167, 'l1_reg': 0.0007365653869377633, 'l2_reg': 3.8629940748552387e-07}
Trial 857: Value=0.07841149669146162, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.763274067829977e-05, 'num_neurons': 186, 'l1_reg': 0.0003326909881884624, 'l2_reg': 0.012313180568983343}
Trial 858: Value=0.4879199343899323, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 9.621885416476205e-05, 'num_neurons': 200, 'l1_reg': 0.00014547558030736631, 'l2_reg': 5.081630790609008e-07}
Trial 859: Value=0.06850862818957948, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.918368063102419e-05, 'num_neurons': 171, 'l1_reg': 0.0005668268987210531, 'l2_reg': 8.915444982965024e-07}
Trial 860: Value=0.10683051911789106, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 8.065935653328228e-05, 'num_neurons': 156, 'l1_reg': 0.0011030953337218422, 'l2_reg': 9.156717188492564e-08}
Trial 861: Value=0.07426218629540776, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.38394198779563e-05, 'num_neurons': 175, 'l1_reg': 0.00023119652292909548, 'l2_reg': 2.862106473059329e-07}
Trial 862: Value=0.06679891421344103, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.934877261829053e-05, 'num_neurons': 200, 'l1_reg': 0.00041517466229160777, 'l2_reg': 1.8169197471228146e-07}
Trial 863: Value=0.0845703880595351, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 6.462527177067783e-05, 'num_neurons': 187, 'l1_reg': 0.0009446562438703766, 'l2_reg': 1.249996036376782e-07}
Trial 864: Value=0.1913543689771117, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.595831999288912e-05, 'num_neurons': 7, 'l1_reg': 0.0016885126688807163, 'l2_reg': 2.0303562444571348e-07}
Trial 865: Value=0.0678824924323355, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.074191532953221e-05, 'num_neurons': 200, 'l1_reg': 0.0004715437821250302, 'l2_reg': 6.618805769655188e-08}
Trial 866: Value=0.07455023031060669, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.789728956600192e-05, 'num_neurons': 191, 'l1_reg': 0.0007637358893486622, 'l2_reg': 3.5369027780071e-08}
Trial 867: Value=0.0686495797881048, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.925654835085518e-05, 'num_neurons': 200, 'l1_reg': 0.0004865980205240256, 'l2_reg': 6.123601149651475e-08}
Trial 868: Value=0.12464348564543726, Params={'optimizer': 'Lion', 'activation_function': 'elu', 'learning_rate': 7.462824192265166e-05, 'num_neurons': 191, 'l1_reg': 0.003978005544260096, 'l2_reg': 8.90082328587369e-08}
Trial 869: Value=0.08331438703399614, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.533396597442906e-05, 'num_neurons': 188, 'l1_reg': 0.0011894619223636134, 'l2_reg': 2.6025360669673855e-08}
Trial 870: Value=0.12073073796550766, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 7.341568288811604e-05, 'num_neurons': 188, 'l1_reg': 0.002395726476515161, 'l2_reg': 1.1090694260716807e-07}
Trial 871: Value=0.18929102099820158, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.6960569575111715e-05, 'num_neurons': 5, 'l1_reg': 0.000675218299172203, 'l2_reg': 7.682807550358578e-08}
Trial 872: Value=0.06856153545263848, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.350404887876586e-05, 'num_neurons': 200, 'l1_reg': 0.00045448739308930124, 'l2_reg': 1.062996212310165e-08}
Trial 873: Value=0.5139313916323449, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 6.85952413550576e-05, 'num_neurons': 200, 'l1_reg': 0.0010770678005591532, 'l2_reg': 6.492079968609987e-08}
Trial 874: Value=0.08412996650024078, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 5.5026290886569665e-05, 'num_neurons': 183, 'l1_reg': 0.0004143361609633513, 'l2_reg': 5.597430261693302e-08}
Trial 875: Value=0.07339922221741531, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.085237447974083e-05, 'num_neurons': 200, 'l1_reg': 0.0007938321959609378, 'l2_reg': 2.0217939030057286e-07}
Trial 876: Value=0.10214673227857253, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 0.00780438558005049, 'num_neurons': 181, 'l1_reg': 0.0015440206029219549, 'l2_reg': 1.6280819258028967e-08}
Trial 877: Value=0.2144433697490955, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 6.062036058396972e-05, 'num_neurons': 180, 'l1_reg': 4.664504083372601e-08, 'l2_reg': 1.4361846901213244e-07}
Trial 878: Value=0.08798955102396631, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 7.551120144754035e-05, 'num_neurons': 199, 'l1_reg': 0.0005051964162144308, 'l2_reg': 2.8982494802622476e-07}
Trial 879: Value=0.06804256887881928, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.486009382145587e-05, 'num_neurons': 177, 'l1_reg': 0.0002984897436577602, 'l2_reg': 2.728656666647314e-08}
Trial 880: Value=0.06942816191902766, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.732889625114664e-05, 'num_neurons': 187, 'l1_reg': 0.0006136898307434345, 'l2_reg': 1.2352146471155225e-07}
Trial 881: Value=0.07730352883572388, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.098710490378133e-05, 'num_neurons': 199, 'l1_reg': 0.0009094621399564002, 'l2_reg': 3.608538657274766e-07}
Trial 882: Value=0.06857355685231949, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.618438546587366e-05, 'num_neurons': 200, 'l1_reg': 0.00036452303754190633, 'l2_reg': 5.229856229309672e-07}
Trial 883: Value=0.07316726925324252, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.236169994749719e-05, 'num_neurons': 176, 'l1_reg': 0.00021154811116484693, 'l2_reg': 4.963018456997349e-08}
Trial 884: Value=0.08566683784628842, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 8.516975685110979e-05, 'num_neurons': 162, 'l1_reg': 0.00048296100937309796, 'l2_reg': 1.6829366700724308e-07}
Trial 885: Value=0.08893100521508783, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0005496306662308645, 'num_neurons': 184, 'l1_reg': 0.0007894276734861387, 'l2_reg': 2.563578571591272e-07}
Trial 886: Value=0.18206479181647203, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 6.767966459015893e-05, 'num_neurons': 11, 'l1_reg': 0.00028470330626225457, 'l2_reg': 8.390300354460468e-08}
Trial 887: Value=0.10932476803229892, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 5.3274459282239334e-05, 'num_neurons': 167, 'l1_reg': 0.0016101645543547271, 'l2_reg': 1.647073663042057e-07}
Trial 888: Value=0.0681118438730182, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.951544928830595e-05, 'num_neurons': 187, 'l1_reg': 0.0005139403424473938, 'l2_reg': 1.0737112856540674e-06}
Trial 889: Value=0.08018173202621647, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.508103166478337e-05, 'num_neurons': 173, 'l1_reg': 0.00017315999794548527, 'l2_reg': 5.518423136265104e-07}
Trial 890: Value=1.3705359256237661, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 4.830190978546026e-05, 'num_neurons': 150, 'l1_reg': 0.0003736218561779647, 'l2_reg': 4.555889959549431e-08}
Trial 891: Value=0.11233608381849304, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 1.7119711514427383e-05, 'num_neurons': 200, 'l1_reg': 0.000860770689444521, 'l2_reg': 3.3261756793177657e-07}
Trial 892: Value=0.4798063758564583, Params={'optimizer': 'Adagrad', 'activation_function': 'silu', 'learning_rate': 9.055060130779866e-05, 'num_neurons': 163, 'l1_reg': 0.0002574618696529675, 'l2_reg': 1.363811698245486e-07}
Trial 893: Value=0.07084951038851135, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.228942837095912e-05, 'num_neurons': 177, 'l1_reg': 0.000595636334334835, 'l2_reg': 1.8470987268346808e-07}
Trial 894: Value=0.08766717570339533, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 7.142131154538818e-05, 'num_neurons': 187, 'l1_reg': 0.0010743789032249473, 'l2_reg': 8.528515774776853e-08}
Trial 895: Value=0.07046441757489745, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.694568387980902e-05, 'num_neurons': 151, 'l1_reg': 0.00040431211699901013, 'l2_reg': 2.628253135240981e-07}
Trial 896: Value=0.08550452228079423, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.333365534940378e-05, 'num_neurons': 162, 'l1_reg': 0.00013967643984088074, 'l2_reg': 3.9261267433422854e-07}
Trial 897: Value=0.07468610105580611, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.830528226027218e-05, 'num_neurons': 176, 'l1_reg': 0.0002484090961541109, 'l2_reg': 1.1850117367944081e-07}
Trial 898: Value=0.07103363161031652, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.968972243851497e-05, 'num_neurons': 187, 'l1_reg': 0.0006071981119872754, 'l2_reg': 8.488672541217877e-07}
Trial 899: Value=0.11764920874621275, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 9.777893311047653e-05, 'num_neurons': 147, 'l1_reg': 0.0020393063016693, 'l2_reg': 2.1691299402226178e-07}
Trial 900: Value=0.10406336469113453, Params={'optimizer': 'Lion', 'activation_function': 'tanh', 'learning_rate': 6.028300402954101e-05, 'num_neurons': 200, 'l1_reg': 0.0003844880845477365, 'l2_reg': 6.177989235959225e-07}
Trial 901: Value=0.0821159181116329, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.2480054311438884e-05, 'num_neurons': 165, 'l1_reg': 0.0011076709220605092, 'l2_reg': 3.871256130524522e-08}
Trial 902: Value=0.15723602792140257, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.687205687126755e-05, 'num_neurons': 176, 'l1_reg': 3.6276125259482565e-07, 'l2_reg': 6.803353802727682e-08}
