Best trial value: 0.12663267817762613
Best hyperparameters: {'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}

All trial results:
Trial 0: Value=0.18627903705360715, Params={'n_estimators': 373, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 521: Value=0.12675499297039156, Params={'n_estimators': 537, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 522: Value=0.1281590602166064, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 523: Value=0.12706646246964748, Params={'n_estimators': 505, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 524: Value=0.12678491180529153, Params={'n_estimators': 547, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 525: Value=0.12798344712782295, Params={'n_estimators': 538, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 526: Value=0.19106408070811898, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 527: Value=0.13030368673451254, Params={'n_estimators': 497, 'max_depth': 11, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 528: Value=0.12673389817163058, Params={'n_estimators': 553, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 529: Value=0.12704876054249722, Params={'n_estimators': 511, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 530: Value=0.1277922640019585, Params={'n_estimators': 544, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 531: Value=0.12674643396522825, Params={'n_estimators': 555, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 532: Value=0.12773854274628008, Params={'n_estimators': 552, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 533: Value=0.1267629154816684, Params={'n_estimators': 528, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 534: Value=0.1267602457465348, Params={'n_estimators': 550, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 535: Value=0.12675224386429537, Params={'n_estimators': 532, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 536: Value=0.12804088720475446, Params={'n_estimators': 479, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 537: Value=0.12803792709871642, Params={'n_estimators': 505, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 538: Value=0.13897464074170293, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 539: Value=0.12685575288570117, Params={'n_estimators': 516, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 540: Value=0.1271549574382502, Params={'n_estimators': 541, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 541: Value=0.12685838314617584, Params={'n_estimators': 495, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 542: Value=0.12671531644855838, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 543: Value=0.1271015565415358, Params={'n_estimators': 552, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 544: Value=0.1267869027167554, Params={'n_estimators': 561, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 545: Value=0.12710554263338086, Params={'n_estimators': 515, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 546: Value=0.12789636568719304, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 547: Value=0.1695654034219604, Params={'n_estimators': 533, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 0.8}
Trial 548: Value=0.12678352738688234, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 549: Value=0.12708535379456945, Params={'n_estimators': 528, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 550: Value=0.12683692216018658, Params={'n_estimators': 515, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 551: Value=0.12772309890151182, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 552: Value=0.2304714715284765, Params={'n_estimators': 491, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 553: Value=0.12680575512739153, Params={'n_estimators': 538, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 554: Value=0.1303697023935129, Params={'n_estimators': 578, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 555: Value=0.1271273734671199, Params={'n_estimators': 564, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 556: Value=0.12893215159076002, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 1.0}
Trial 557: Value=0.19129461339934975, Params={'n_estimators': 543, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 558: Value=0.1268255267183831, Params={'n_estimators': 563, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 559: Value=0.12769800016186697, Params={'n_estimators': 586, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 560: Value=0.1268502005076411, Params={'n_estimators': 463, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 561: Value=0.1271537945330521, Params={'n_estimators': 539, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 562: Value=0.12909616618395817, Params={'n_estimators': 435, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 563: Value=0.12684059288899355, Params={'n_estimators': 514, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 564: Value=0.12946745150059677, Params={'n_estimators': 557, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.5}
Trial 565: Value=0.1570338666372433, Params={'n_estimators': 492, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 566: Value=0.12681815030801238, Params={'n_estimators': 583, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 567: Value=0.1271717372186946, Params={'n_estimators': 538, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 568: Value=0.12682967275450338, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 569: Value=0.12771580925186454, Params={'n_estimators': 521, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 570: Value=0.1271371442705915, Params={'n_estimators': 547, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 571: Value=0.12684401964536943, Params={'n_estimators': 504, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 572: Value=0.1270410437595876, Params={'n_estimators': 573, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 573: Value=0.12702225660266164, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 574: Value=0.23934418347592967, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2'}
Trial 575: Value=0.12686197301921823, Params={'n_estimators': 582, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 576: Value=0.1268586596443144, Params={'n_estimators': 593, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 577: Value=0.12825580633334588, Params={'n_estimators': 186, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 578: Value=0.13880639417983573, Params={'n_estimators': 556, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 579: Value=0.12675519958854128, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 580: Value=0.1883121063577233, Params={'n_estimators': 480, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 581: Value=0.13018576746050045, Params={'n_estimators': 503, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 582: Value=0.1268352949597705, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 583: Value=0.12707129811089515, Params={'n_estimators': 562, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 584: Value=0.1279340289154351, Params={'n_estimators': 592, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 585: Value=0.12680914884195402, Params={'n_estimators': 541, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 586: Value=0.12702914148351493, Params={'n_estimators': 571, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 587: Value=0.12899491578544808, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 588: Value=0.16534743470422578, Params={'n_estimators': 545, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 0.8}
Trial 589: Value=0.12681070576292128, Params={'n_estimators': 562, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 590: Value=0.12684013858409937, Params={'n_estimators': 503, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 591: Value=0.1303064591192424, Params={'n_estimators': 535, 'max_depth': 11, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 592: Value=0.12794885755160867, Params={'n_estimators': 589, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 593: Value=0.1271393457018822, Params={'n_estimators': 548, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 594: Value=0.12679080935868478, Params={'n_estimators': 524, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 595: Value=0.12677953142538356, Params={'n_estimators': 574, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 596: Value=0.12701940923088864, Params={'n_estimators': 553, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 597: Value=0.12809508752898058, Params={'n_estimators': 483, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 598: Value=0.1268466325462154, Params={'n_estimators': 513, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 599: Value=0.12716830328738785, Params={'n_estimators': 603, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 600: Value=0.23273635710601379, Params={'n_estimators': 574, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 601: Value=0.12775946367309737, Params={'n_estimators': 535, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 602: Value=0.12678352738688234, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 603: Value=0.1316260489434876, Params={'n_estimators': 599, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 604: Value=0.1267629154816684, Params={'n_estimators': 528, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 605: Value=0.12811809368752425, Params={'n_estimators': 502, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 606: Value=0.31999291728156587, Params={'n_estimators': 580, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 10, 'max_features': 'sqrt'}
Trial 607: Value=0.12680914884195402, Params={'n_estimators': 541, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 608: Value=0.12682967275450335, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 609: Value=0.12818578529819968, Params={'n_estimators': 547, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 610: Value=0.12722550452958503, Params={'n_estimators': 516, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 611: Value=0.12682552671838307, Params={'n_estimators': 563, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 612: Value=0.1390766198277531, Params={'n_estimators': 470, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 613: Value=0.12745149686969162, Params={'n_estimators': 405, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 614: Value=0.12788815403986312, Params={'n_estimators': 589, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 615: Value=0.12772494568177162, Params={'n_estimators': 533, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 616: Value=0.12799903828126422, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 617: Value=0.12714073105035908, Params={'n_estimators': 496, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 618: Value=0.12684197411037806, Params={'n_estimators': 596, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 619: Value=0.12708535379456945, Params={'n_estimators': 528, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 620: Value=0.12677953142538356, Params={'n_estimators': 574, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 621: Value=0.1268466325462154, Params={'n_estimators': 513, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 622: Value=0.1267560457931485, Params={'n_estimators': 546, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 623: Value=0.12716219136573184, Params={'n_estimators': 535, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 624: Value=0.13373448148679726, Params={'n_estimators': 567, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 625: Value=0.13353944534308948, Params={'n_estimators': 602, 'max_depth': 7, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 626: Value=0.12683044638382002, Params={'n_estimators': 518, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 627: Value=0.23185552836652068, Params={'n_estimators': 553, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 628: Value=0.12685933666202306, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 629: Value=0.12773713771415376, Params={'n_estimators': 496, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 630: Value=0.12803180423344304, Params={'n_estimators': 539, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 631: Value=0.12678352738688234, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 632: Value=0.18932103923927654, Params={'n_estimators': 603, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 633: Value=0.12679098605389427, Params={'n_estimators': 523, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 634: Value=0.126780360381867, Params={'n_estimators': 586, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 635: Value=0.15731954298847692, Params={'n_estimators': 541, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 636: Value=0.12788800957112723, Params={'n_estimators': 563, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 637: Value=0.12804365765918105, Params={'n_estimators': 504, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 638: Value=0.12714330233823776, Params={'n_estimators': 531, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 639: Value=0.12779786826500453, Params={'n_estimators': 566, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 640: Value=0.1268593366620231, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 641: Value=0.12691406236125916, Params={'n_estimators': 480, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 642: Value=0.12797112363536375, Params={'n_estimators': 549, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 643: Value=0.1275251501301626, Params={'n_estimators': 120, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 644: Value=0.12753208979946834, Params={'n_estimators': 520, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 645: Value=0.1268043334252028, Params={'n_estimators': 542, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 646: Value=0.12799398396910452, Params={'n_estimators': 606, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 647: Value=0.12684942225447293, Params={'n_estimators': 508, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 648: Value=0.12895865135271867, Params={'n_estimators': 568, 'max_depth': 13, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 649: Value=0.126780360381867, Params={'n_estimators': 586, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 650: Value=0.1270192369918336, Params={'n_estimators': 530, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 651: Value=0.14804474413531482, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 652: Value=0.23813748067892723, Params={'n_estimators': 609, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 653: Value=0.1268043334252028, Params={'n_estimators': 542, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 654: Value=0.12686210187689775, Params={'n_estimators': 494, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 655: Value=0.12714048553604151, Params={'n_estimators': 520, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 656: Value=0.1696913587736756, Params={'n_estimators': 576, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 0.8}
Trial 657: Value=0.1268440778228385, Params={'n_estimators': 460, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 658: Value=0.1941243506932596, Params={'n_estimators': 549, 'max_depth': 11, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 659: Value=0.12791781865493648, Params={'n_estimators': 590, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 660: Value=0.12682967275450333, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 661: Value=0.13333554455833826, Params={'n_estimators': 529, 'max_depth': 13, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 662: Value=0.1278438600745252, Params={'n_estimators': 554, 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 663: Value=0.12685231228293822, Params={'n_estimators': 512, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 664: Value=0.12690069170891038, Params={'n_estimators': 654, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 665: Value=0.12706424838199507, Params={'n_estimators': 608, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 666: Value=0.1267885823663875, Params={'n_estimators': 540, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 667: Value=0.1281279039160433, Params={'n_estimators': 487, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 668: Value=0.12704959792528328, Params={'n_estimators': 580, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 669: Value=0.12679034136778558, Params={'n_estimators': 559, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 670: Value=0.12675269343360654, Params={'n_estimators': 535, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 671: Value=0.12798788466083313, Params={'n_estimators': 516, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 672: Value=0.12678158835977862, Params={'n_estimators': 531, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 673: Value=0.1277121395198235, Params={'n_estimators': 495, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 674: Value=0.1271821015509886, Params={'n_estimators': 544, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 675: Value=0.12713443092077492, Params={'n_estimators': 513, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 676: Value=0.12675224386429537, Params={'n_estimators': 532, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 677: Value=0.12677508354981812, Params={'n_estimators': 530, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 678: Value=0.12807289654915832, Params={'n_estimators': 477, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 679: Value=0.1267874283726762, Params={'n_estimators': 549, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 680: Value=0.12721834327617246, Params={'n_estimators': 507, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 681: Value=0.2303613418888255, Params={'n_estimators': 529, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 682: Value=0.12679034136778558, Params={'n_estimators': 559, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 683: Value=0.1301694853483666, Params={'n_estimators': 510, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 684: Value=0.1277521778978325, Params={'n_estimators': 539, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 685: Value=0.12683708865961144, Params={'n_estimators': 565, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 686: Value=0.19369994196803453, Params={'n_estimators': 527, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt'}
Trial 687: Value=0.12719064201674932, Params={'n_estimators': 547, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 688: Value=0.1289121451651141, Params={'n_estimators': 498, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 689: Value=0.12797823683898585, Params={'n_estimators': 289, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 690: Value=0.12678205007616136, Params={'n_estimators': 571, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 691: Value=0.12676291548166843, Params={'n_estimators': 528, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 692: Value=0.12671531644855838, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 693: Value=0.21340537319237904, Params={'n_estimators': 556, 'max_depth': 3, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 694: Value=0.1270445853907793, Params={'n_estimators': 573, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
