Best trial value: 0.18419841340299378
Best hyperparameters: {'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}

All trial results:
Trial 0: Value=0.4989656578997013, Params={'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt'}
Trial 607: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 608: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 609: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 610: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 611: Value=0.5041554174462785, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt'}
Trial 612: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 613: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 614: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 615: Value=0.5157104599544186, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'log2'}
Trial 616: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 617: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 618: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 619: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 620: Value=0.20406290285003037, Params={'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 621: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 622: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 623: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 624: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 625: Value=0.18875406596344615, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 626: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 627: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 628: Value=0.20577153725358818, Params={'max_depth': 10, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 629: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 630: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 631: Value=0.25541140227689846, Params={'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 632: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 633: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 634: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 635: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 636: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 637: Value=0.4709025677630922, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt'}
Trial 638: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 639: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 640: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 641: Value=0.5354165651596449, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 642: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 643: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 644: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 645: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 646: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 647: Value=0.20109983049288302, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 648: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 649: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 650: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 651: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 652: Value=0.1993718705276931, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 1.0}
Trial 653: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 654: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 655: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 656: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 657: Value=0.20553196455478565, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 1.0}
Trial 658: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 659: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 660: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 661: Value=0.19162531270923652, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 662: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 663: Value=0.4928001420883909, Params={'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 664: Value=0.2029393627605818, Params={'max_depth': 9, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 665: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 666: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 667: Value=0.5354165651596449, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 668: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 669: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 670: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 671: Value=0.20260491519393878, Params={'max_depth': 8, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 672: Value=0.21717627645084095, Params={'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 673: Value=0.20139424457437963, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.8}
Trial 674: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 675: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 676: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 677: Value=0.18875406596344615, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 678: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 679: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 680: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 681: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 682: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 683: Value=0.21717627645084095, Params={'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 684: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 685: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 686: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 687: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 688: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 689: Value=0.4713248344970647, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 690: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 691: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 692: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 693: Value=0.5354165651596449, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 694: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 695: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 696: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 697: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 698: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 699: Value=0.19785178176425625, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 1.0}
Trial 700: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 701: Value=0.19059758370252142, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 702: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 703: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 704: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 705: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 706: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 707: Value=0.21056701532228703, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 708: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 709: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 710: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 711: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 712: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 713: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 714: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 715: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 716: Value=0.45625264781444597, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 717: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 718: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 719: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 720: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 721: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 722: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 723: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 724: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 725: Value=0.19548200883841238, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 726: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 727: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 728: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 729: Value=0.18875406596344615, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 730: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 731: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 732: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 733: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 734: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 735: Value=0.2081972378457172, Params={'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 736: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 737: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 738: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 739: Value=0.1993718705276931, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_features': 1.0}
Trial 740: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 741: Value=0.4713248344970647, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 742: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 743: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 744: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 745: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 746: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 747: Value=0.20834914288116146, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 1.0}
Trial 748: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 749: Value=0.18565083530393647, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 750: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 751: Value=0.19268208818039056, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 752: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 753: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 754: Value=0.19706142355309106, Params={'max_depth': 8, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 755: Value=0.1853948331792866, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 756: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 757: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 758: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 759: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 760: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 761: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 762: Value=0.19859700581860337, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 763: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 764: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 765: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 766: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 767: Value=0.47227758095985095, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 768: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 769: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 770: Value=0.25541140227689846, Params={'max_depth': 3, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 771: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 772: Value=0.21717627645084095, Params={'max_depth': 11, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 773: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 774: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 775: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 776: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 777: Value=0.2029393627605818, Params={'max_depth': 9, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 778: Value=0.18607748059526072, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 779: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 780: Value=0.18689275324723179, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 781: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 782: Value=0.19111044830053361, Params={'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 0.5}
Trial 783: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 784: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 785: Value=0.21274387118237137, Params={'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 786: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 787: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 788: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 789: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 790: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 791: Value=0.20187404942303455, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 792: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 793: Value=0.1859874660857944, Params={'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 1.0}
Trial 794: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 795: Value=0.47227758095985095, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'sqrt'}
Trial 796: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 797: Value=0.5305482954865207, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2'}
Trial 798: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 799: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 800: Value=0.20030729209941234, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 1.0}
Trial 801: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 802: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 803: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 804: Value=0.18607748059526072, Params={'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 805: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 806: Value=0.19216881881483636, Params={'max_depth': 7, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 807: Value=0.21717627645084095, Params={'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 808: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
Trial 809: Value=0.18419841340299378, Params={'max_depth': 6, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 1.0}
