Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 763: Value=0.11358306879391138, Params={'n_estimators': 945, 'max_depth': 9, 'learning_rate': 0.006183900976172128, 'subsample': 0.5911638396240755, 'colsample_bytree': 0.8039033648335564, 'min_child_weight': 1}
Trial 764: Value=0.114980889369501, Params={'n_estimators': 982, 'max_depth': 8, 'learning_rate': 0.008080259693527995, 'subsample': 0.6017139410797676, 'colsample_bytree': 0.719246856873584, 'min_child_weight': 1}
Trial 765: Value=0.11489444441962182, Params={'n_estimators': 964, 'max_depth': 10, 'learning_rate': 0.004586443237496038, 'subsample': 0.6324982912977298, 'colsample_bytree': 0.8253202413298607, 'min_child_weight': 1}
Trial 766: Value=0.11352072045137492, Params={'n_estimators': 907, 'max_depth': 8, 'learning_rate': 0.006450352386639702, 'subsample': 0.5742585019584083, 'colsample_bytree': 0.815838396694333, 'min_child_weight': 1}
Trial 767: Value=0.11373254940897386, Params={'n_estimators': 984, 'max_depth': 9, 'learning_rate': 0.005289908034685009, 'subsample': 0.6192274682207358, 'colsample_bytree': 0.8293235977799197, 'min_child_weight': 1}
Trial 768: Value=0.1149179615057413, Params={'n_estimators': 933, 'max_depth': 7, 'learning_rate': 0.007259046122284821, 'subsample': 0.8536272223550941, 'colsample_bytree': 0.8000906971075562, 'min_child_weight': 1}
Trial 769: Value=0.11344487670594801, Params={'n_estimators': 892, 'max_depth': 7, 'learning_rate': 0.007852838647785975, 'subsample': 0.5860083676764465, 'colsample_bytree': 0.8107489887407372, 'min_child_weight': 2}
Trial 770: Value=0.11346161362076679, Params={'n_estimators': 949, 'max_depth': 8, 'learning_rate': 0.00621396804905856, 'subsample': 0.610249509645248, 'colsample_bytree': 0.7603927182320422, 'min_child_weight': 1}
Trial 771: Value=0.1125543255415332, Params={'n_estimators': 999, 'max_depth': 9, 'learning_rate': 0.008090100660570119, 'subsample': 0.5974763798512809, 'colsample_bytree': 0.824654028870202, 'min_child_weight': 1}
Trial 772: Value=0.11299124240897906, Params={'n_estimators': 969, 'max_depth': 9, 'learning_rate': 0.008357039960617332, 'subsample': 0.5806215605273153, 'colsample_bytree': 0.8307504489793379, 'min_child_weight': 1}
Trial 773: Value=0.1127418164394534, Params={'n_estimators': 920, 'max_depth': 9, 'learning_rate': 0.00803746173297895, 'subsample': 0.5949904565389477, 'colsample_bytree': 0.838531393911632, 'min_child_weight': 1}
Trial 774: Value=0.11304551092183668, Params={'n_estimators': 923, 'max_depth': 9, 'learning_rate': 0.008462422618423792, 'subsample': 0.5970879908328526, 'colsample_bytree': 0.8392727593083629, 'min_child_weight': 1}
Trial 775: Value=0.11283074689031118, Params={'n_estimators': 884, 'max_depth': 9, 'learning_rate': 0.008284398871665337, 'subsample': 0.6107226911190373, 'colsample_bytree': 0.8355017590047689, 'min_child_weight': 1}
Trial 776: Value=0.11312466898080213, Params={'n_estimators': 868, 'max_depth': 9, 'learning_rate': 0.00824824407414868, 'subsample': 0.6146936214802845, 'colsample_bytree': 0.8382651053375225, 'min_child_weight': 1}
Trial 777: Value=0.11242849296438384, Params={'n_estimators': 894, 'max_depth': 9, 'learning_rate': 0.008262048567931501, 'subsample': 0.622200864550522, 'colsample_bytree': 0.8367136551320182, 'min_child_weight': 1}
Trial 778: Value=0.11335878174024329, Params={'n_estimators': 933, 'max_depth': 10, 'learning_rate': 0.0074374261337529415, 'subsample': 0.6352416614128897, 'colsample_bytree': 0.8463957246763941, 'min_child_weight': 1}
Trial 779: Value=0.11273538761765957, Params={'n_estimators': 902, 'max_depth': 9, 'learning_rate': 0.008807223167826441, 'subsample': 0.6251974803672129, 'colsample_bytree': 0.8344648106346126, 'min_child_weight': 1}
Trial 780: Value=0.1122504504490966, Params={'n_estimators': 885, 'max_depth': 9, 'learning_rate': 0.009015415744519134, 'subsample': 0.6256400077574827, 'colsample_bytree': 0.8448570573199593, 'min_child_weight': 1}
Trial 781: Value=0.11274500496718687, Params={'n_estimators': 909, 'max_depth': 9, 'learning_rate': 0.008653275270326301, 'subsample': 0.6241553155878687, 'colsample_bytree': 0.8382846097337399, 'min_child_weight': 1}
Trial 782: Value=0.11310420727955321, Params={'n_estimators': 906, 'max_depth': 9, 'learning_rate': 0.008903046305282105, 'subsample': 0.6248446713655489, 'colsample_bytree': 0.8505997469597847, 'min_child_weight': 1}
Trial 783: Value=0.11312246353510613, Params={'n_estimators': 904, 'max_depth': 9, 'learning_rate': 0.008397170340615717, 'subsample': 0.6256807034578147, 'colsample_bytree': 0.8446688949389507, 'min_child_weight': 1}
Trial 784: Value=0.9585959644679592, Params={'n_estimators': 861, 'max_depth': 9, 'learning_rate': 3.2638584013060034e-05, 'subsample': 0.6335496834209716, 'colsample_bytree': 0.841808751729791, 'min_child_weight': 1}
Trial 785: Value=0.11269689250025063, Params={'n_estimators': 883, 'max_depth': 9, 'learning_rate': 0.00873560091885953, 'subsample': 0.6224946025071678, 'colsample_bytree': 0.8351067050246266, 'min_child_weight': 1}
Trial 786: Value=0.11268828949701847, Params={'n_estimators': 888, 'max_depth': 9, 'learning_rate': 0.008874531128761512, 'subsample': 0.6210277472068404, 'colsample_bytree': 0.8281237710794068, 'min_child_weight': 2}
Trial 787: Value=0.11351385830570182, Params={'n_estimators': 857, 'max_depth': 9, 'learning_rate': 0.009062341763239617, 'subsample': 0.6378854868936943, 'colsample_bytree': 0.8315057082086087, 'min_child_weight': 2}
Trial 788: Value=0.11391335516019613, Params={'n_estimators': 837, 'max_depth': 9, 'learning_rate': 0.009297644769823156, 'subsample': 0.6273736728895083, 'colsample_bytree': 0.8270515053076777, 'min_child_weight': 2}
Trial 789: Value=0.1130266733725251, Params={'n_estimators': 871, 'max_depth': 10, 'learning_rate': 0.008828647950962698, 'subsample': 0.6189019864258036, 'colsample_bytree': 0.8357837585399803, 'min_child_weight': 2}
Trial 790: Value=0.11287792384620456, Params={'n_estimators': 882, 'max_depth': 9, 'learning_rate': 0.008964331072774251, 'subsample': 0.6222173817789369, 'colsample_bytree': 0.8224449674412803, 'min_child_weight': 2}
Trial 791: Value=0.11348620054318138, Params={'n_estimators': 847, 'max_depth': 9, 'learning_rate': 0.009999248925915628, 'subsample': 0.6351329676371413, 'colsample_bytree': 0.8373943611313392, 'min_child_weight': 2}
Trial 792: Value=0.12069685409828934, Params={'n_estimators': 878, 'max_depth': 9, 'learning_rate': 0.008588317616222835, 'subsample': 0.6174969831616247, 'colsample_bytree': 0.5339557867889841, 'min_child_weight': 1}
Trial 793: Value=0.1131487333162406, Params={'n_estimators': 810, 'max_depth': 10, 'learning_rate': 0.008818593695453857, 'subsample': 0.6258385886239919, 'colsample_bytree': 0.827802437870895, 'min_child_weight': 2}
Trial 794: Value=0.11267644481915408, Params={'n_estimators': 892, 'max_depth': 9, 'learning_rate': 0.007939986109423284, 'subsample': 0.6358870908035457, 'colsample_bytree': 0.8441025554420069, 'min_child_weight': 1}
Trial 795: Value=0.11316643343074184, Params={'n_estimators': 882, 'max_depth': 9, 'learning_rate': 0.009975311142664825, 'subsample': 0.6374540300483498, 'colsample_bytree': 0.8453669712643019, 'min_child_weight': 1}
Trial 796: Value=0.11266357432278741, Params={'n_estimators': 895, 'max_depth': 9, 'learning_rate': 0.008193879857632567, 'subsample': 0.6321618626346235, 'colsample_bytree': 0.8470440877266041, 'min_child_weight': 1}
Trial 797: Value=0.11325944163682698, Params={'n_estimators': 883, 'max_depth': 9, 'learning_rate': 0.008130380416886525, 'subsample': 0.6359757900200984, 'colsample_bytree': 0.8474448592663022, 'min_child_weight': 1}
Trial 798: Value=0.11249544800004907, Params={'n_estimators': 861, 'max_depth': 9, 'learning_rate': 0.007754801669846173, 'subsample': 0.6314248390500276, 'colsample_bytree': 0.8443872055647922, 'min_child_weight': 1}
Trial 799: Value=0.9205041747027032, Params={'n_estimators': 876, 'max_depth': 9, 'learning_rate': 6.2508448906349e-05, 'subsample': 0.628831824845555, 'colsample_bytree': 0.849728355756151, 'min_child_weight': 1}
Trial 800: Value=0.11299824720628866, Params={'n_estimators': 854, 'max_depth': 9, 'learning_rate': 0.008069235733281001, 'subsample': 0.6356787336312606, 'colsample_bytree': 0.8421858655080751, 'min_child_weight': 1}
Trial 801: Value=0.112835374416984, Params={'n_estimators': 843, 'max_depth': 9, 'learning_rate': 0.008062313654287919, 'subsample': 0.638309412722777, 'colsample_bytree': 0.8460835029871421, 'min_child_weight': 1}
Trial 802: Value=0.11275412527563798, Params={'n_estimators': 865, 'max_depth': 9, 'learning_rate': 0.007812855391926044, 'subsample': 0.6251626777884063, 'colsample_bytree': 0.8524724001765633, 'min_child_weight': 1}
Trial 803: Value=0.11276479655450684, Params={'n_estimators': 857, 'max_depth': 9, 'learning_rate': 0.008709070478008583, 'subsample': 0.6283850036756671, 'colsample_bytree': 0.8507077895914736, 'min_child_weight': 1}
Trial 804: Value=0.11340081708094281, Params={'n_estimators': 826, 'max_depth': 9, 'learning_rate': 0.007814122662166623, 'subsample': 0.6276349686534787, 'colsample_bytree': 0.8542266585194813, 'min_child_weight': 1}
Trial 805: Value=0.11290421569901728, Params={'n_estimators': 857, 'max_depth': 10, 'learning_rate': 0.008707194935524765, 'subsample': 0.6395433895804845, 'colsample_bytree': 0.8522124408500078, 'min_child_weight': 1}
Trial 806: Value=0.11298197421607255, Params={'n_estimators': 856, 'max_depth': 9, 'learning_rate': 0.007667602640582522, 'subsample': 0.6298314743012203, 'colsample_bytree': 0.8428227079378922, 'min_child_weight': 1}
Trial 807: Value=0.11293762911285865, Params={'n_estimators': 872, 'max_depth': 9, 'learning_rate': 0.0077468473942839886, 'subsample': 0.6229088147206243, 'colsample_bytree': 0.853208220565895, 'min_child_weight': 1}
Trial 808: Value=0.1125162056829888, Params={'n_estimators': 838, 'max_depth': 9, 'learning_rate': 0.008670059339456138, 'subsample': 0.6377762962921393, 'colsample_bytree': 0.8435033789048444, 'min_child_weight': 1}
Trial 809: Value=0.11297444888595386, Params={'n_estimators': 891, 'max_depth': 9, 'learning_rate': 0.007758769999569608, 'subsample': 0.6401706678131484, 'colsample_bytree': 0.8385272937085708, 'min_child_weight': 1}
Trial 810: Value=0.11306309851800857, Params={'n_estimators': 831, 'max_depth': 10, 'learning_rate': 0.008918099033759072, 'subsample': 0.6386652246432909, 'colsample_bytree': 0.8382931676304376, 'min_child_weight': 1}
Trial 811: Value=0.11292730374053912, Params={'n_estimators': 892, 'max_depth': 9, 'learning_rate': 0.007452868989344172, 'subsample': 0.6206663964887793, 'colsample_bytree': 0.8381508441019613, 'min_child_weight': 1}
Trial 812: Value=0.11297282095252982, Params={'n_estimators': 868, 'max_depth': 9, 'learning_rate': 0.008523119889511791, 'subsample': 0.6307188990055215, 'colsample_bytree': 0.8452329091666099, 'min_child_weight': 1}
Trial 813: Value=0.1130412988998512, Params={'n_estimators': 809, 'max_depth': 9, 'learning_rate': 0.007595269445919373, 'subsample': 0.6193011746239951, 'colsample_bytree': 0.8576266001950895, 'min_child_weight': 1}
Trial 814: Value=0.11238169001441162, Params={'n_estimators': 844, 'max_depth': 9, 'learning_rate': 0.008750019213371051, 'subsample': 0.6348201737100433, 'colsample_bytree': 0.8337993129708094, 'min_child_weight': 1}
Trial 815: Value=0.11249869435271058, Params={'n_estimators': 849, 'max_depth': 9, 'learning_rate': 0.008955493319748743, 'subsample': 0.6386498640192899, 'colsample_bytree': 0.8295475310978255, 'min_child_weight': 1}
Trial 816: Value=0.11227176096655789, Params={'n_estimators': 791, 'max_depth': 9, 'learning_rate': 0.00906258663720688, 'subsample': 0.6396977153600184, 'colsample_bytree': 0.8242991532781027, 'min_child_weight': 1}
Trial 817: Value=0.1189500105082721, Params={'n_estimators': 780, 'max_depth': 9, 'learning_rate': 0.009254041848466482, 'subsample': 0.6415962192414278, 'colsample_bytree': 0.8241769276779418, 'min_child_weight': 8}
Trial 818: Value=0.11302799897403326, Params={'n_estimators': 821, 'max_depth': 9, 'learning_rate': 0.009190876152467227, 'subsample': 0.6433146503003382, 'colsample_bytree': 0.8228044459212397, 'min_child_weight': 1}
Trial 819: Value=0.11255845657986997, Params={'n_estimators': 802, 'max_depth': 9, 'learning_rate': 0.009223564145408649, 'subsample': 0.6381451874455928, 'colsample_bytree': 0.8177805004090629, 'min_child_weight': 1}
Trial 820: Value=0.11291692630666998, Params={'n_estimators': 751, 'max_depth': 10, 'learning_rate': 0.009092022835125786, 'subsample': 0.639327715635014, 'colsample_bytree': 0.8152988086742649, 'min_child_weight': 1}
Trial 821: Value=0.11300876898468308, Params={'n_estimators': 816, 'max_depth': 9, 'learning_rate': 0.009406570089511753, 'subsample': 0.6444212690527886, 'colsample_bytree': 0.8156451556765622, 'min_child_weight': 1}
Trial 822: Value=0.11271052610527399, Params={'n_estimators': 793, 'max_depth': 9, 'learning_rate': 0.008788934546812257, 'subsample': 0.6397361797986039, 'colsample_bytree': 0.8235602803999911, 'min_child_weight': 1}
Trial 823: Value=0.11319172139269146, Params={'n_estimators': 803, 'max_depth': 10, 'learning_rate': 0.00920781228784145, 'subsample': 0.6421683677335482, 'colsample_bytree': 0.8208770511918343, 'min_child_weight': 1}
Trial 824: Value=0.11300038767521747, Params={'n_estimators': 799, 'max_depth': 9, 'learning_rate': 0.009747020155384966, 'subsample': 0.6381964569206938, 'colsample_bytree': 0.8175477442295569, 'min_child_weight': 1}
Trial 825: Value=0.11350023374769226, Params={'n_estimators': 839, 'max_depth': 9, 'learning_rate': 0.009036905013504947, 'subsample': 0.6445411526325652, 'colsample_bytree': 0.8251709922466831, 'min_child_weight': 1}
Trial 826: Value=0.11290427942782173, Params={'n_estimators': 745, 'max_depth': 9, 'learning_rate': 0.009810171499691912, 'subsample': 0.6351682957461027, 'colsample_bytree': 0.8123339348143662, 'min_child_weight': 1}
Trial 827: Value=0.1127915399844434, Params={'n_estimators': 781, 'max_depth': 9, 'learning_rate': 0.007815755361064351, 'subsample': 0.6360813161832944, 'colsample_bytree': 0.8279709926053516, 'min_child_weight': 1}
Trial 828: Value=0.1141884175567724, Params={'n_estimators': 772, 'max_depth': 9, 'learning_rate': 0.0099255133434919, 'subsample': 0.6458906705971309, 'colsample_bytree': 0.813341265387588, 'min_child_weight': 1}
Trial 829: Value=0.11290764458179768, Params={'n_estimators': 839, 'max_depth': 9, 'learning_rate': 0.008172753153602219, 'subsample': 0.6310504816478695, 'colsample_bytree': 0.829012840307137, 'min_child_weight': 1}
Trial 830: Value=0.11377332662516694, Params={'n_estimators': 799, 'max_depth': 9, 'learning_rate': 0.00997745974086515, 'subsample': 0.6449896180276531, 'colsample_bytree': 0.8250139226621843, 'min_child_weight': 2}
Trial 831: Value=0.11332383656286597, Params={'n_estimators': 823, 'max_depth': 10, 'learning_rate': 0.007468273050424786, 'subsample': 0.6355746020201966, 'colsample_bytree': 0.8100329606433848, 'min_child_weight': 1}
Trial 832: Value=0.13008591355081936, Params={'n_estimators': 762, 'max_depth': 10, 'learning_rate': 0.008258452330281609, 'subsample': 0.6310324466673048, 'colsample_bytree': 0.8292827469356153, 'min_child_weight': 10}
Trial 833: Value=0.11433510879823199, Params={'n_estimators': 788, 'max_depth': 9, 'learning_rate': 0.007436306429196544, 'subsample': 0.6438227761535567, 'colsample_bytree': 0.8188174705739829, 'min_child_weight': 1}
Trial 834: Value=0.11268453934804751, Params={'n_estimators': 820, 'max_depth': 9, 'learning_rate': 0.009992984110926636, 'subsample': 0.6290715325815381, 'colsample_bytree': 0.835078517771284, 'min_child_weight': 1}
Trial 835: Value=0.11300218158079071, Params={'n_estimators': 821, 'max_depth': 9, 'learning_rate': 0.009918344288506626, 'subsample': 0.6344200082457099, 'colsample_bytree': 0.8198642486237484, 'min_child_weight': 1}
Trial 836: Value=0.11367017582890017, Params={'n_estimators': 831, 'max_depth': 9, 'learning_rate': 0.009019075193783506, 'subsample': 0.6461003509564568, 'colsample_bytree': 0.8312799728899376, 'min_child_weight': 1}
Trial 837: Value=0.11352019875154418, Params={'n_estimators': 792, 'max_depth': 9, 'learning_rate': 0.008746275398827495, 'subsample': 0.6303568891244827, 'colsample_bytree': 0.806236799734551, 'min_child_weight': 1}
Trial 838: Value=0.11382683519470617, Params={'n_estimators': 803, 'max_depth': 9, 'learning_rate': 0.00994370099760331, 'subsample': 0.64599177903571, 'colsample_bytree': 0.8199620273449105, 'min_child_weight': 1}
Trial 839: Value=0.11348804602097536, Params={'n_estimators': 850, 'max_depth': 10, 'learning_rate': 0.008699750108773429, 'subsample': 0.6309102002680301, 'colsample_bytree': 0.8319395401372776, 'min_child_weight': 2}
Trial 840: Value=0.11300112984385374, Params={'n_estimators': 845, 'max_depth': 9, 'learning_rate': 0.008634998178121436, 'subsample': 0.6217197068566668, 'colsample_bytree': 0.8080613487636676, 'min_child_weight': 1}
Trial 841: Value=0.11274915484105476, Params={'n_estimators': 823, 'max_depth': 9, 'learning_rate': 0.008134411236210448, 'subsample': 0.6376814581632779, 'colsample_bytree': 0.8352265679037024, 'min_child_weight': 1}
Trial 842: Value=0.1119150228767402, Params={'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}
Trial 843: Value=0.11466028391026045, Params={'n_estimators': 835, 'max_depth': 9, 'learning_rate': 0.00984446935627601, 'subsample': 0.621731848770704, 'colsample_bytree': 0.9808340839868168, 'min_child_weight': 1}
Trial 844: Value=0.11326362316973936, Params={'n_estimators': 815, 'max_depth': 9, 'learning_rate': 0.008910199466664673, 'subsample': 0.6291591621316308, 'colsample_bytree': 0.8195730435028376, 'min_child_weight': 1}
Trial 845: Value=0.11225139873066814, Params={'n_estimators': 843, 'max_depth': 9, 'learning_rate': 0.00867051248226153, 'subsample': 0.6180791039352733, 'colsample_bytree': 0.8260420969476328, 'min_child_weight': 1}
Trial 846: Value=0.11438516565648704, Params={'n_estimators': 851, 'max_depth': 10, 'learning_rate': 0.008958772652142132, 'subsample': 0.6177764264138212, 'colsample_bytree': 0.7439497722675702, 'min_child_weight': 1}
Trial 847: Value=0.11298484345867409, Params={'n_estimators': 830, 'max_depth': 9, 'learning_rate': 0.009807428572200185, 'subsample': 0.6344139438160928, 'colsample_bytree': 0.8086004344314077, 'min_child_weight': 1}
Trial 848: Value=0.9036184365749338, Params={'n_estimators': 846, 'max_depth': 9, 'learning_rate': 7.965650197775786e-05, 'subsample': 0.626574207308581, 'colsample_bytree': 0.8159114710639063, 'min_child_weight': 1}
Trial 849: Value=0.11250826118363659, Params={'n_estimators': 812, 'max_depth': 9, 'learning_rate': 0.008420237842180765, 'subsample': 0.6188444297463214, 'colsample_bytree': 0.8237262510675114, 'min_child_weight': 1}
Trial 850: Value=0.1128037344045567, Params={'n_estimators': 818, 'max_depth': 9, 'learning_rate': 0.008769186685356204, 'subsample': 0.6379895576811977, 'colsample_bytree': 0.8114801827777103, 'min_child_weight': 1}
Trial 851: Value=0.11359448823003947, Params={'n_estimators': 797, 'max_depth': 9, 'learning_rate': 0.008409990164683023, 'subsample': 0.6462699983741647, 'colsample_bytree': 0.8221441599925319, 'min_child_weight': 1}
Trial 852: Value=0.1129126920845902, Params={'n_estimators': 781, 'max_depth': 9, 'learning_rate': 0.00998253789072661, 'subsample': 0.6206278978282602, 'colsample_bytree': 0.8248103317868711, 'min_child_weight': 1}
Trial 853: Value=0.11348437651953985, Params={'n_estimators': 838, 'max_depth': 10, 'learning_rate': 0.008145097473941734, 'subsample': 0.63142549571734, 'colsample_bytree': 0.8067808901759325, 'min_child_weight': 1}
Trial 854: Value=0.11275626756901796, Params={'n_estimators': 808, 'max_depth': 9, 'learning_rate': 0.008630676794856103, 'subsample': 0.6176057750496622, 'colsample_bytree': 0.8164041892297391, 'min_child_weight': 1}
Trial 855: Value=0.11329586806308252, Params={'n_estimators': 762, 'max_depth': 9, 'learning_rate': 0.007817557573281416, 'subsample': 0.6262796790336648, 'colsample_bytree': 0.8285573369862596, 'min_child_weight': 1}
Trial 856: Value=0.11331707058339875, Params={'n_estimators': 862, 'max_depth': 9, 'learning_rate': 0.009887306390932124, 'subsample': 0.6476733408491184, 'colsample_bytree': 0.8237087376279694, 'min_child_weight': 1}
Trial 857: Value=0.11360666743940762, Params={'n_estimators': 852, 'max_depth': 9, 'learning_rate': 0.009894148453651396, 'subsample': 0.6371243133938034, 'colsample_bytree': 0.8036768280365627, 'min_child_weight': 1}
Trial 858: Value=0.11282235443358224, Params={'n_estimators': 812, 'max_depth': 10, 'learning_rate': 0.007934675889912016, 'subsample': 0.619112449346931, 'colsample_bytree': 0.8348080478026647, 'min_child_weight': 1}
Trial 859: Value=0.11394952452039607, Params={'n_estimators': 843, 'max_depth': 9, 'learning_rate': 0.008727603484297415, 'subsample': 0.5263574777695078, 'colsample_bytree': 0.8182043349344181, 'min_child_weight': 1}
Trial 860: Value=0.11418250832676331, Params={'n_estimators': 870, 'max_depth': 9, 'learning_rate': 0.009979863369592312, 'subsample': 0.629916934632334, 'colsample_bytree': 0.9656272289772989, 'min_child_weight': 1}
Trial 861: Value=0.11291563414531543, Params={'n_estimators': 789, 'max_depth': 9, 'learning_rate': 0.009992452536696544, 'subsample': 0.6368865085107, 'colsample_bytree': 0.8315455528647248, 'min_child_weight': 1}
Trial 862: Value=0.11349738903392731, Params={'n_estimators': 867, 'max_depth': 9, 'learning_rate': 0.007688481082303928, 'subsample': 0.6472534766675427, 'colsample_bytree': 0.8397936890463766, 'min_child_weight': 1}
Trial 863: Value=0.1133271464984879, Params={'n_estimators': 829, 'max_depth': 10, 'learning_rate': 0.007586946122048041, 'subsample': 0.617122026462898, 'colsample_bytree': 0.8130170114689629, 'min_child_weight': 1}
Trial 864: Value=0.11461271827735552, Params={'n_estimators': 806, 'max_depth': 9, 'learning_rate': 0.008537339695186011, 'subsample': 0.6238731156730577, 'colsample_bytree': 0.9961683166563158, 'min_child_weight': 1}
Trial 865: Value=0.11301367047023385, Params={'n_estimators': 843, 'max_depth': 9, 'learning_rate': 0.00742518574326483, 'subsample': 0.6347137706412207, 'colsample_bytree': 0.8258050159986321, 'min_child_weight': 1}
Trial 866: Value=0.11253650308047108, Params={'n_estimators': 878, 'max_depth': 9, 'learning_rate': 0.008675444388411774, 'subsample': 0.61831535237134, 'colsample_bytree': 0.8043861487359714, 'min_child_weight': 1}
Trial 867: Value=0.11357418284889881, Params={'n_estimators': 879, 'max_depth': 9, 'learning_rate': 0.007443634251867653, 'subsample': 0.6162018917338, 'colsample_bytree': 0.8040989240044867, 'min_child_weight': 1}
Trial 868: Value=0.11283433045188351, Params={'n_estimators': 866, 'max_depth': 9, 'learning_rate': 0.009969752524587056, 'subsample': 0.6180467572406518, 'colsample_bytree': 0.7867199882438833, 'min_child_weight': 1}
Trial 869: Value=0.11355679058011008, Params={'n_estimators': 882, 'max_depth': 10, 'learning_rate': 0.008561148847008248, 'subsample': 0.6260116042628822, 'colsample_bytree': 0.7977011546329359, 'min_child_weight': 1}
Trial 870: Value=0.11356003683424161, Params={'n_estimators': 855, 'max_depth': 9, 'learning_rate': 0.007398151906646157, 'subsample': 0.6124623803493878, 'colsample_bytree': 0.7966435999562791, 'min_child_weight': 1}
Trial 871: Value=0.12322049813495055, Params={'n_estimators': 888, 'max_depth': 9, 'learning_rate': 0.008831043868755654, 'subsample': 0.6146683371669363, 'colsample_bytree': 0.8118874214244087, 'min_child_weight': 9}
Trial 872: Value=0.11328904498471391, Params={'n_estimators': 868, 'max_depth': 9, 'learning_rate': 0.007523897961883528, 'subsample': 0.6267909409735358, 'colsample_bytree': 0.8050800396704121, 'min_child_weight': 1}
Trial 873: Value=0.11295831913060646, Params={'n_estimators': 828, 'max_depth': 9, 'learning_rate': 0.00859524009763938, 'subsample': 0.6275728152749714, 'colsample_bytree': 0.8402217827720689, 'min_child_weight': 1}
Trial 874: Value=0.11261018722518058, Params={'n_estimators': 847, 'max_depth': 9, 'learning_rate': 0.009975164401879863, 'subsample': 0.6138111277056472, 'colsample_bytree': 0.8147196320315946, 'min_child_weight': 1}
Trial 875: Value=0.11226467530329438, Params={'n_estimators': 847, 'max_depth': 9, 'learning_rate': 0.009965317516906245, 'subsample': 0.6144251118976247, 'colsample_bytree': 0.7937833844802905, 'min_child_weight': 1}
Trial 876: Value=0.11763429744581506, Params={'n_estimators': 840, 'max_depth': 9, 'learning_rate': 0.00982174225458143, 'subsample': 0.9986666974328783, 'colsample_bytree': 0.7929741219416377, 'min_child_weight': 1}
Trial 877: Value=0.11331605386118955, Params={'n_estimators': 847, 'max_depth': 10, 'learning_rate': 0.009968972925712388, 'subsample': 0.613188647308882, 'colsample_bytree': 0.7743203147376537, 'min_child_weight': 1}
Trial 878: Value=0.11264858083265826, Params={'n_estimators': 826, 'max_depth': 9, 'learning_rate': 0.009855771215816293, 'subsample': 0.6149946559853482, 'colsample_bytree': 0.7871757066189166, 'min_child_weight': 1}
Trial 879: Value=0.11333367014618084, Params={'n_estimators': 821, 'max_depth': 9, 'learning_rate': 0.00998676407229567, 'subsample': 0.6129988376356676, 'colsample_bytree': 0.7639165520605146, 'min_child_weight': 1}
Trial 880: Value=0.1138493323003514, Params={'n_estimators': 831, 'max_depth': 9, 'learning_rate': 0.00992767723967266, 'subsample': 0.631787347209735, 'colsample_bytree': 0.7904176654773021, 'min_child_weight': 1}
Trial 881: Value=0.11290309493773514, Params={'n_estimators': 808, 'max_depth': 9, 'learning_rate': 0.009917169180126275, 'subsample': 0.6135943123704787, 'colsample_bytree': 0.7790154692671473, 'min_child_weight': 1}
Trial 882: Value=0.11308783648893311, Params={'n_estimators': 849, 'max_depth': 10, 'learning_rate': 0.008624638644412944, 'subsample': 0.6138540855583818, 'colsample_bytree': 0.7841574724708292, 'min_child_weight': 1}
Trial 883: Value=0.11380281341082404, Params={'n_estimators': 836, 'max_depth': 9, 'learning_rate': 0.008710210863413882, 'subsample': 0.6269140078741584, 'colsample_bytree': 0.7818323386372679, 'min_child_weight': 1}
Trial 884: Value=0.861481258642979, Params={'n_estimators': 818, 'max_depth': 9, 'learning_rate': 0.00012129460460968774, 'subsample': 0.647317504057712, 'colsample_bytree': 0.7983704067503252, 'min_child_weight': 1}
Trial 885: Value=0.11605084335580151, Params={'n_estimators': 863, 'max_depth': 9, 'learning_rate': 0.008824885691655052, 'subsample': 0.8782581861348031, 'colsample_bytree': 0.7889284187034589, 'min_child_weight': 1}
Trial 886: Value=0.11756855295679851, Params={'n_estimators': 846, 'max_depth': 10, 'learning_rate': 0.009916973265575411, 'subsample': 0.9255169873284557, 'colsample_bytree': 0.7947464080653618, 'min_child_weight': 1}
Trial 887: Value=0.11330883216158061, Params={'n_estimators': 862, 'max_depth': 9, 'learning_rate': 0.008058117279951453, 'subsample': 0.6357034247036719, 'colsample_bytree': 0.8016122311430879, 'min_child_weight': 1}
Trial 888: Value=0.11357589162086566, Params={'n_estimators': 811, 'max_depth': 9, 'learning_rate': 0.008133477509944241, 'subsample': 0.6206382200447182, 'colsample_bytree': 0.7653397194397901, 'min_child_weight': 1}
Trial 889: Value=0.11366114611134442, Params={'n_estimators': 832, 'max_depth': 9, 'learning_rate': 0.008843500304317149, 'subsample': 0.6391283465212261, 'colsample_bytree': 0.7808741113845891, 'min_child_weight': 1}
