Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 824: Value=0.004751297938193612, Params={'hidden_dim': 137, 'num_layers': 4, 'learning_rate': 0.00031812078253266223, 'weight_decay': 0.00022024771838222385, 'dropout_rate': 0.10772683710833007, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 825: Value=0.005006880196757865, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.00022260868170321114, 'weight_decay': 0.0010205148831139816, 'dropout_rate': 0.4851818331850791, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 826: Value=0.024791867110732512, Params={'hidden_dim': 109, 'num_layers': 2, 'learning_rate': 0.0001729324556286158, 'weight_decay': 0.0003260741219334214, 'dropout_rate': 0.12974967164671614, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 827: Value=0.005713197180989946, Params={'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002576806628117385, 'weight_decay': 0.0006997056366856405, 'dropout_rate': 0.11954716057945874, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 828: Value=0.02145480395575149, Params={'hidden_dim': 65, 'num_layers': 6, 'learning_rate': 0.0002164923787414224, 'weight_decay': 0.0016218873629102926, 'dropout_rate': 0.1941746862962738, 'optimizer': 'SGD', 'activation_function': 'sigmoid'}
Trial 829: Value=0.005801034885198255, Params={'hidden_dim': 64, 'num_layers': 3, 'learning_rate': 0.000528964973021869, 'weight_decay': 0.0004445983705556701, 'dropout_rate': 0.13833984099997593, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 830: Value=0.0048854380500467825, Params={'hidden_dim': 54, 'num_layers': 4, 'learning_rate': 0.00037433363588653643, 'weight_decay': 0.00016417853569310873, 'dropout_rate': 0.21010504585169046, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 831: Value=0.03862470921794831, Params={'hidden_dim': 69, 'num_layers': 2, 'learning_rate': 0.00014697942064871325, 'weight_decay': 0.0002608019158515405, 'dropout_rate': 0.13287548829399182, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 832: Value=0.004894012235132285, Params={'hidden_dim': 106, 'num_layers': 4, 'learning_rate': 9.852174029937515e-05, 'weight_decay': 0.0005858543186479524, 'dropout_rate': 0.35028824101618056, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 833: Value=0.030855017690199965, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.00028926178878969846, 'weight_decay': 2.929024506950831e-06, 'dropout_rate': 0.15407488277554296, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 834: Value=0.005775857756481574, Params={'hidden_dim': 68, 'num_layers': 3, 'learning_rate': 0.000193538857357761, 'weight_decay': 0.0007871650352599046, 'dropout_rate': 0.1460123776129678, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 835: Value=0.004737221430232869, Params={'hidden_dim': 57, 'num_layers': 2, 'learning_rate': 0.00015899493805601853, 'weight_decay': 0.00039655108357374475, 'dropout_rate': 0.24600276225414636, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 836: Value=0.004690192086654086, Params={'hidden_dim': 72, 'num_layers': 3, 'learning_rate': 0.00034276885111537454, 'weight_decay': 0.0005611134742212359, 'dropout_rate': 0.11492905780875338, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 837: Value=0.006420146108022021, Params={'hidden_dim': 158, 'num_layers': 4, 'learning_rate': 0.0004023826520250492, 'weight_decay': 0.00032797261746418725, 'dropout_rate': 0.10012286311225618, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 838: Value=0.004782566985828758, Params={'hidden_dim': 74, 'num_layers': 3, 'learning_rate': 0.0003239478711099886, 'weight_decay': 0.0004698761873190782, 'dropout_rate': 0.10876307786122151, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 839: Value=0.004841955715216502, Params={'hidden_dim': 87, 'num_layers': 5, 'learning_rate': 0.0003563586455427188, 'weight_decay': 0.0002255258096011892, 'dropout_rate': 0.1213006144361718, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 840: Value=0.004939532177823398, Params={'hidden_dim': 82, 'num_layers': 3, 'learning_rate': 0.0004840341285246314, 'weight_decay': 0.0003586250176803587, 'dropout_rate': 0.10780707310334241, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 841: Value=0.00509164948360344, Params={'hidden_dim': 72, 'num_layers': 4, 'learning_rate': 0.0006898669593508653, 'weight_decay': 0.0005248883371942526, 'dropout_rate': 0.11536741975436508, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 842: Value=0.004932500958395099, Params={'hidden_dim': 96, 'num_layers': 4, 'learning_rate': 0.0004084665582800553, 'weight_decay': 0.0002846121482223822, 'dropout_rate': 0.12738093212879908, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 843: Value=0.0047618568896395696, Params={'hidden_dim': 40, 'num_layers': 3, 'learning_rate': 0.0004390141098170345, 'weight_decay': 0.0004412259237241672, 'dropout_rate': 0.13966789832414075, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 844: Value=0.016513744040136696, Params={'hidden_dim': 129, 'num_layers': 3, 'learning_rate': 0.0003336825340676405, 'weight_decay': 1.6029448987257592e-08, 'dropout_rate': 0.327805830566655, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 845: Value=0.004703926747330247, Params={'hidden_dim': 72, 'num_layers': 3, 'learning_rate': 0.00012581991769843953, 'weight_decay': 0.000587872242746031, 'dropout_rate': 0.11468241938688094, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 846: Value=0.004854600383345684, Params={'hidden_dim': 80, 'num_layers': 4, 'learning_rate': 0.0003480478538713357, 'weight_decay': 0.00018074968149054633, 'dropout_rate': 0.10647443420376423, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 847: Value=0.004744508274382814, Params={'hidden_dim': 68, 'num_layers': 3, 'learning_rate': 0.0003719054383489717, 'weight_decay': 0.0003690609013418801, 'dropout_rate': 0.16052840334026872, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 848: Value=0.007420744199726502, Params={'hidden_dim': 75, 'num_layers': 3, 'learning_rate': 0.0003164158328807427, 'weight_decay': 0.0002767743495826628, 'dropout_rate': 0.14958594417438817, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 849: Value=0.005605278617741805, Params={'hidden_dim': 83, 'num_layers': 10, 'learning_rate': 0.0004468063004428618, 'weight_decay': 7.609703718068504e-05, 'dropout_rate': 0.13377511933250827, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 850: Value=0.004771861498218072, Params={'hidden_dim': 67, 'num_layers': 3, 'learning_rate': 0.0002965402106075917, 'weight_decay': 0.0005767777105942408, 'dropout_rate': 0.12550022052826199, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 851: Value=0.004846816359983634, Params={'hidden_dim': 92, 'num_layers': 4, 'learning_rate': 0.00027310151373366096, 'weight_decay': 0.0004242832616504978, 'dropout_rate': 0.1001486885883956, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 852: Value=0.04115762407280807, Params={'hidden_dim': 77, 'num_layers': 3, 'learning_rate': 0.00012843905820128268, 'weight_decay': 0.0006599322873569613, 'dropout_rate': 0.11523129611747747, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 853: Value=0.004813113133493895, Params={'hidden_dim': 112, 'num_layers': 3, 'learning_rate': 0.00035410547454120127, 'weight_decay': 0.0004825821987029057, 'dropout_rate': 0.14331239040165053, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 854: Value=0.005055089890646222, Params={'hidden_dim': 72, 'num_layers': 4, 'learning_rate': 0.00017363167090100878, 'weight_decay': 0.0010243781246059382, 'dropout_rate': 0.13544631610686855, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 855: Value=0.005665392213523311, Params={'hidden_dim': 66, 'num_layers': 3, 'learning_rate': 0.00026655635649426134, 'weight_decay': 0.00033001585679532833, 'dropout_rate': 0.12288409119285143, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 856: Value=0.012568935597472323, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 3.8498054429215695e-05, 'weight_decay': 0.00022277867259029832, 'dropout_rate': 0.15347770592429713, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 857: Value=0.010781379376933771, Params={'hidden_dim': 18, 'num_layers': 15, 'learning_rate': 0.00010763103212861573, 'weight_decay': 0.000757311777047233, 'dropout_rate': 0.12921400620047205, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 858: Value=0.005727873747870572, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.00015080773906145113, 'weight_decay': 0.00044292754818019055, 'dropout_rate': 0.14085477719882689, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 859: Value=0.0048299124948035085, Params={'hidden_dim': 72, 'num_layers': 4, 'learning_rate': 0.00031194660621918196, 'weight_decay': 0.0002882335015485748, 'dropout_rate': 0.11001462606482992, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 860: Value=0.005265984786704775, Params={'hidden_dim': 78, 'num_layers': 3, 'learning_rate': 0.0008406129915042885, 'weight_decay': 0.0005953907703324529, 'dropout_rate': 0.11652478891489454, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 861: Value=0.005980684206379527, Params={'hidden_dim': 100, 'num_layers': 3, 'learning_rate': 0.00021186832904292416, 'weight_decay': 0.00039588637624856006, 'dropout_rate': 0.1473983093350317, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 862: Value=0.005814183356835448, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.0002485327152540209, 'weight_decay': 0.0008255418947819018, 'dropout_rate': 0.13224885538320824, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 863: Value=0.004655270393318387, Params={'hidden_dim': 83, 'num_layers': 4, 'learning_rate': 0.00017216617998627238, 'weight_decay': 0.000513247040941958, 'dropout_rate': 0.12075795204180288, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 864: Value=0.004750572031633659, Params={'hidden_dim': 84, 'num_layers': 5, 'learning_rate': 0.00013790256655308008, 'weight_decay': 0.00019827967662647863, 'dropout_rate': 0.2905650835202246, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 865: Value=0.004856009074098471, Params={'hidden_dim': 92, 'num_layers': 5, 'learning_rate': 0.00016205401949239692, 'weight_decay': 0.00028661641064722874, 'dropout_rate': 0.11943618328298891, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 866: Value=0.004853101461160094, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 0.00012007596411348407, 'weight_decay': 0.00044068982138489887, 'dropout_rate': 0.10830546273411415, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 867: Value=0.004714889220784253, Params={'hidden_dim': 82, 'num_layers': 5, 'learning_rate': 0.00015577338196589563, 'weight_decay': 0.00034832532456434336, 'dropout_rate': 0.11677928604262436, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 868: Value=0.0048068050670156915, Params={'hidden_dim': 93, 'num_layers': 4, 'learning_rate': 0.00018517189926203927, 'weight_decay': 0.0005224286991860312, 'dropout_rate': 0.12398448890337391, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 869: Value=0.004900842233948695, Params={'hidden_dim': 100, 'num_layers': 4, 'learning_rate': 0.00017819469396572436, 'weight_decay': 0.0001435657771690855, 'dropout_rate': 0.4305862211737637, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 870: Value=0.01461144625287465, Params={'hidden_dim': 28, 'num_layers': 4, 'learning_rate': 0.0001307056322110691, 'weight_decay': 0.0002540607715206152, 'dropout_rate': 0.11484998550444948, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 871: Value=0.004801559394955469, Params={'hidden_dim': 80, 'num_layers': 5, 'learning_rate': 0.000151330375019111, 'weight_decay': 0.0003573652322331321, 'dropout_rate': 0.1083507058922788, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 872: Value=0.00482853057042128, Params={'hidden_dim': 77, 'num_layers': 4, 'learning_rate': 0.00017883590838651137, 'weight_decay': 0.0005218203359104756, 'dropout_rate': 0.10017596931847701, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 873: Value=0.004774660607681855, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 0.00014029683795344056, 'weight_decay': 0.00036068072734849133, 'dropout_rate': 0.2683207840918575, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 874: Value=0.00877253249223414, Params={'hidden_dim': 83, 'num_layers': 19, 'learning_rate': 0.00019517349998375122, 'weight_decay': 0.0006025121644562015, 'dropout_rate': 0.12610664814459843, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 875: Value=0.004757825158666063, Params={'hidden_dim': 92, 'num_layers': 4, 'learning_rate': 0.00016038666462312844, 'weight_decay': 0.00022715794904990197, 'dropout_rate': 0.12140455684635205, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 876: Value=0.004891472472925083, Params={'hidden_dim': 74, 'num_layers': 4, 'learning_rate': 0.0001076743729815563, 'weight_decay': 0.00044544040319094473, 'dropout_rate': 0.1101194318542228, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 877: Value=0.006101062944642078, Params={'hidden_dim': 106, 'num_layers': 3, 'learning_rate': 0.00020684849981744517, 'weight_decay': 0.00029013413256041853, 'dropout_rate': 0.12869948123002697, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 878: Value=0.023869532644800604, Params={'hidden_dim': 80, 'num_layers': 5, 'learning_rate': 0.00017283892344790584, 'weight_decay': 1.3119334579251033e-05, 'dropout_rate': 0.11673602524273606, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 879: Value=0.004909154595804311, Params={'hidden_dim': 71, 'num_layers': 4, 'learning_rate': 0.00013040681082767915, 'weight_decay': 0.0007636119019664545, 'dropout_rate': 0.20096788716863132, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 880: Value=0.004917012338458254, Params={'hidden_dim': 86, 'num_layers': 2, 'learning_rate': 0.00047558253819131514, 'weight_decay': 0.000463279217806015, 'dropout_rate': 0.1235008633941388, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 881: Value=0.04023510279922565, Params={'hidden_dim': 75, 'num_layers': 3, 'learning_rate': 0.00015056084358608745, 'weight_decay': 0.0010571345267025288, 'dropout_rate': 0.12953901869400206, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 882: Value=0.005098050325770043, Params={'hidden_dim': 95, 'num_layers': 4, 'learning_rate': 0.00039313661259228016, 'weight_decay': 0.0006193103755805135, 'dropout_rate': 0.11320837165974335, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 883: Value=0.005640269176285739, Params={'hidden_dim': 69, 'num_layers': 2, 'learning_rate': 0.00020016797161320768, 'weight_decay': 0.00033968138081681085, 'dropout_rate': 0.13627407989592555, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 884: Value=0.013166116910210926, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.0002198130269822872, 'weight_decay': 0.00010920416658969661, 'dropout_rate': 0.10726829212040044, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 885: Value=0.02494267887888275, Params={'hidden_dim': 5, 'num_layers': 5, 'learning_rate': 0.00011548270030524098, 'weight_decay': 0.000196234722044002, 'dropout_rate': 0.12418040219776644, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 886: Value=0.004712518137458158, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.00017960278416996072, 'weight_decay': 0.00043227807306118777, 'dropout_rate': 0.13351514832189312, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 887: Value=0.006019156062549189, Params={'hidden_dim': 69, 'num_layers': 4, 'learning_rate': 0.00034964916354232546, 'weight_decay': 0.0007593855795499457, 'dropout_rate': 0.22058869807553744, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 888: Value=0.0048569093211412945, Params={'hidden_dim': 79, 'num_layers': 2, 'learning_rate': 0.0001411597522427759, 'weight_decay': 0.0005897898531760445, 'dropout_rate': 0.11774673939632713, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 889: Value=0.005028053771465196, Params={'hidden_dim': 72, 'num_layers': 6, 'learning_rate': 0.0002347930702398465, 'weight_decay': 0.0002675644894833762, 'dropout_rate': 0.10600855313907653, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 890: Value=0.005609011254336277, Params={'hidden_dim': 89, 'num_layers': 3, 'learning_rate': 0.00016334212458971202, 'weight_decay': 0.0004927364674907701, 'dropout_rate': 0.12925001366908806, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 891: Value=0.004772641683884952, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.0002843105828385256, 'weight_decay': 0.0003388203804465926, 'dropout_rate': 0.13682271785985942, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 892: Value=0.00513501154840388, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.0005425124588307579, 'weight_decay': 5.21636322154431e-06, 'dropout_rate': 0.12042449658613663, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 893: Value=0.004997163450694737, Params={'hidden_dim': 101, 'num_layers': 4, 'learning_rate': 9.234173058895807e-05, 'weight_decay': 0.0008388017051305949, 'dropout_rate': 0.35728260509252024, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 894: Value=0.004911213392749285, Params={'hidden_dim': 83, 'num_layers': 2, 'learning_rate': 0.0001958583739939754, 'weight_decay': 0.0011567146832294497, 'dropout_rate': 0.11301494905982347, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 895: Value=0.004817415036624991, Params={'hidden_dim': 69, 'num_layers': 3, 'learning_rate': 0.00022326828550413375, 'weight_decay': 0.00016348370824777498, 'dropout_rate': 0.13737185749817934, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 896: Value=0.004629659951204855, Params={'hidden_dim': 65, 'num_layers': 3, 'learning_rate': 0.00027783160279950045, 'weight_decay': 0.00037524505836160756, 'dropout_rate': 0.1245989982797065, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 897: Value=0.004843651765038359, Params={'hidden_dim': 61, 'num_layers': 4, 'learning_rate': 0.00024946449152584956, 'weight_decay': 0.00024063318265972963, 'dropout_rate': 0.1295003886304475, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 898: Value=0.0047643605778439286, Params={'hidden_dim': 57, 'num_layers': 3, 'learning_rate': 0.0002139512745955909, 'weight_decay': 0.00024209863522201726, 'dropout_rate': 0.14044798880099135, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 899: Value=0.00481896225297397, Params={'hidden_dim': 64, 'num_layers': 2, 'learning_rate': 0.0002858794800945782, 'weight_decay': 0.000348642498079195, 'dropout_rate': 0.13345308540817813, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 900: Value=0.004798866920090923, Params={'hidden_dim': 51, 'num_layers': 4, 'learning_rate': 0.00018436684718034908, 'weight_decay': 0.0002883225650498764, 'dropout_rate': 0.12485527581354691, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 901: Value=0.005575451464881695, Params={'hidden_dim': 61, 'num_layers': 11, 'learning_rate': 0.00024634506597421955, 'weight_decay': 0.00017867835756346314, 'dropout_rate': 0.1427554066382743, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 902: Value=0.007156384910238018, Params={'hidden_dim': 64, 'num_layers': 3, 'learning_rate': 0.0001625609808921343, 'weight_decay': 0.00038170706904351744, 'dropout_rate': 0.129485846090073, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 903: Value=0.04622950806344872, Params={'hidden_dim': 56, 'num_layers': 2, 'learning_rate': 1.157306217788773e-05, 'weight_decay': 0.00039748617815021264, 'dropout_rate': 0.30905608745718655, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 904: Value=0.008345785857541173, Params={'hidden_dim': 66, 'num_layers': 18, 'learning_rate': 0.0002073070404123315, 'weight_decay': 0.00030904539246338176, 'dropout_rate': 0.12231359645783715, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 905: Value=0.0047108417951478194, Params={'hidden_dim': 60, 'num_layers': 3, 'learning_rate': 0.0002721471471403083, 'weight_decay': 0.000203967375830222, 'dropout_rate': 0.1391055065644944, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 906: Value=0.004618208391822429, Params={'hidden_dim': 68, 'num_layers': 3, 'learning_rate': 0.00013468139318307282, 'weight_decay': 0.00045109940493691706, 'dropout_rate': 0.3740794920570783, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 907: Value=0.004794441789410647, Params={'hidden_dim': 66, 'num_layers': 4, 'learning_rate': 0.00023616924778305546, 'weight_decay': 0.0002590274743635284, 'dropout_rate': 0.3414677310786886, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 908: Value=0.004853996795712839, Params={'hidden_dim': 60, 'num_layers': 3, 'learning_rate': 0.00013974654317854313, 'weight_decay': 0.00040747508864453174, 'dropout_rate': 0.3681388315027343, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 909: Value=0.004697318009019563, Params={'hidden_dim': 68, 'num_layers': 4, 'learning_rate': 0.0001865771535507877, 'weight_decay': 0.0003046780015646596, 'dropout_rate': 0.36153216429576635, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 910: Value=0.005755183354096108, Params={'hidden_dim': 53, 'num_layers': 3, 'learning_rate': 0.00011960936337297723, 'weight_decay': 0.00042963351084444114, 'dropout_rate': 0.3198329321482821, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 911: Value=0.020798247138060055, Params={'hidden_dim': 63, 'num_layers': 4, 'learning_rate': 0.0002962091400961337, 'weight_decay': 0.00031147029111191403, 'dropout_rate': 0.3445664534914713, 'optimizer': 'SGD', 'activation_function': 'tanh'}
Trial 912: Value=0.03165965185162048, Params={'hidden_dim': 67, 'num_layers': 3, 'learning_rate': 0.00016259994600094236, 'weight_decay': 0.00014400400177461985, 'dropout_rate': 0.13268444967749538, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 913: Value=0.005755451585757199, Params={'hidden_dim': 57, 'num_layers': 3, 'learning_rate': 0.00022171707203005303, 'weight_decay': 0.0004833260270372573, 'dropout_rate': 0.37735488168402587, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 914: Value=0.004858648319957617, Params={'hidden_dim': 71, 'num_layers': 4, 'learning_rate': 0.00026515444509422924, 'weight_decay': 0.00021062807151055359, 'dropout_rate': 0.1459232781670467, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 915: Value=0.0049124009176924775, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.00018783008295744232, 'weight_decay': 0.0003608673313083745, 'dropout_rate': 0.1247606461406637, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 916: Value=0.005133827469796561, Params={'hidden_dim': 54, 'num_layers': 4, 'learning_rate': 0.0003035233256018871, 'weight_decay': 0.0005250367099492112, 'dropout_rate': 0.3315804077657439, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 917: Value=0.0061543816619579195, Params={'hidden_dim': 66, 'num_layers': 5, 'learning_rate': 0.00023536281482507948, 'weight_decay': 7.295440614327014e-07, 'dropout_rate': 0.13325223947371637, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 918: Value=0.004891010972227684, Params={'hidden_dim': 47, 'num_layers': 3, 'learning_rate': 0.00014719329218350048, 'weight_decay': 0.00026544826173846754, 'dropout_rate': 0.3528789631264502, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 919: Value=0.005772579181717829, Params={'hidden_dim': 73, 'num_layers': 3, 'learning_rate': 0.00020407648540037173, 'weight_decay': 0.00039270327712765285, 'dropout_rate': 0.12030265297392467, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 920: Value=0.004712553022530655, Params={'hidden_dim': 58, 'num_layers': 3, 'learning_rate': 0.00017104628129715023, 'weight_decay': 0.0004790904695760733, 'dropout_rate': 0.14066278608096996, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 921: Value=0.0048103773941050535, Params={'hidden_dim': 64, 'num_layers': 4, 'learning_rate': 0.0002508670716782293, 'weight_decay': 0.0003147708055820191, 'dropout_rate': 0.15646464422132914, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 922: Value=0.004806826506755323, Params={'hidden_dim': 69, 'num_layers': 4, 'learning_rate': 0.00012783422214808306, 'weight_decay': 0.0005908671800148764, 'dropout_rate': 0.12685631495905514, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 923: Value=0.004918570805744105, Params={'hidden_dim': 23, 'num_layers': 3, 'learning_rate': 0.0003218103236538704, 'weight_decay': 0.0002116641401017714, 'dropout_rate': 0.13672747378255107, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 924: Value=0.004818931285962121, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.00021007750570430124, 'weight_decay': 0.0004007504828197431, 'dropout_rate': 0.1500789830723423, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 925: Value=0.004725078550315937, Params={'hidden_dim': 50, 'num_layers': 3, 'learning_rate': 0.00026464986738606856, 'weight_decay': 0.000603234804617804, 'dropout_rate': 0.11669122443908057, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 926: Value=0.004888716869675867, Params={'hidden_dim': 71, 'num_layers': 4, 'learning_rate': 0.00018109911588944802, 'weight_decay': 0.00027621406313853633, 'dropout_rate': 0.14363837233337517, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 927: Value=0.004878447995185602, Params={'hidden_dim': 57, 'num_layers': 5, 'learning_rate': 0.00015741520923195278, 'weight_decay': 0.00043379297827998123, 'dropout_rate': 0.1064502760507186, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
